job_title,job_url,company_name,location,posted,job_description
React Engineer - AI Trainer,https://www.linkedin.com/jobs/view/4397409066/,DataAnnotation,"Arizona, United States (Remote)",,"Join the DataAnnotation team and contribute to developing cutting-edge AI systems, while enjoying the flexibility of remote work and setting your own schedule.

We are looking for proficient programmers to help advance AI development. As a member of DataAnnotation’s coding team, you’ll be part of a growing community of over 100,000 professionals — including front-end, back-end, full-stack, machine learning, and other engineers — who are driving real-world impact in AI development.

Our platform offers an engaging blend of flexibility and challenge: you’ll work closely with state-of the art AI models to take on programming tasks that include creating and solving challenging coding problems, building beautiful apps with rich functionality, and synthesizing insights through data analysis and visualization. Your work directly contributes to refining intelligent systems that learn, adapt, and evolve. Some team members fit this work alongside a full-time role, while others treat it as their primary focus, choosing projects and schedules that align with their availability and goals.

To get started, once you sign up for an account, you'll take a short assessment (this serves as our version of an interview). If you pass that assessment, you’ll receive an email confirmation, and paid work will become available to you through our platform.

Benefits
Fully remote: work from anywhere in the US, Canada, UK, Ireland, Australia, and New Zealand.
Flexible schedule: choose which projects you take on and when you work.
Competitive pay: projects are paid hourly, up to $60 USD/hour. Opportunities for higher-paying projects are available with strong performance.
Impact: help shape the future of AI technologies.
Responsibilities
Design and solve diverse coding problems used to train AI systems with an emphasis on Android development.
Write clear, high-quality code snippets and detailed explanations.
Evaluate AI-generated code for accuracy, performance, and clarity.
Provide feedback that directly shapes the next generation of AI models.
Qualifications
Fluency in English (native or bilingual level).
Preferred experience in Kotlin. Proficiency in at least one of other the following programming languages or frameworks: JavaScript, TypeScript, Python, C, C#, C++, React, Go, Java, or Swift.
Excellent writing and grammar skills.
A bachelor’s degree (completed or in progress).
Previous experience as a Software Developer, Coder, Software Engineer, or Programmer is preferred.
Note: Payment is made via PayPal. We will never ask for any money from you. PayPal will handle any currency conversions from USD. This job is only available to those in the US, Canada, UK, Ireland, Australia, and New Zealand. Those located outside of these countries will not see work or assessments available on our site at this time.

#SWE"
Forward Deployed Engineer with verification,https://www.linkedin.com/jobs/view/4344657316/,Rippling,"New York, NY (On-site)",,"About Rippling

Rippling gives businesses one place to run HR, IT, and Finance. It brings together all of the workforce systems that are normally scattered across a company, like payroll, expenses, benefits, and computers. For the first time ever, you can manage and automate every part of the employee lifecycle in a single system.

Take onboarding, for example. With Rippling, you can hire a new employee anywhere in the world and set up their payroll, corporate card, computer, benefits, and even third-party apps like Slack and Microsoft 365—all within 90 seconds.

Based in San Francisco, CA, Rippling has raised $1.4B from the world’s top investors—including Kleiner Perkins, Founders Fund, Sequoia, Greenoaks, and Bedrock—and was named one of America's best startup employers by Forbes.

We prioritize candidate safety. Please be aware that all official communication will only be sent from @Rippling.com addresses.

About The Role

Forward Deployed Engineers (FDEs) at Rippling are customer-facing software engineers who bridge the gap between the complex business problems of our customers and the full power of the Rippling Platform.

You will work directly with some of Rippling’s largest and most strategic customers to understand how their businesses actually operate, identify the highest-impact problems to solve, and design and deliver custom solutions that make Rippling fit seamlessly into their reality.

This role is ideal for engineers who enjoy owning problems end-to-end — from discovery to deployment — and who are excited to build real, production software that directly drives customer outcomes.

What You Will Do
Partner directly with customer stakeholders — from individual contributors to executives — to understand business processes, pain points, and success criteria. 
Own the full lifecycle of customer solutions, from discovery and scoping through build, deployment, and post-launch iteration. 
Build custom solutions on the Rippling Platform, including data connectors, custom apps, functions, workflows, data models, reports, and analytics by writing code in TypeScript, JavaScript, Python, Go, and SQL, alongside Rippling’s no-code tooling. 
Translate ambiguous business requirements into clear technical designs and working software. 
Provide technical guidance and support throughout implementation, including troubleshooting, optimization, and adoption support. 
Identify opportunities where customer solutions can inform or extend native Rippling product capabilities. 
Collaborate closely with account teams, product managers, and engineers to align customer needs with platform capabilities. 
Qualifications
Bachelor’s or Master’s degree in Computer Science or a related field. 
2+ years of professional software development experience. 
Strong proficiency in at least one of TypeScript, JavaScript, Python, or Go, with experience in SQL and data modeling. 
Ability to operate independently in fast-moving, ambiguous environments. 
Strong communication and interpersonal skills, with the ability to build trust with customers. 
Customer-centric mindset; prior experience in a customer-facing or consultative role is a plus. 
Solid project ownership and execution skills. 
Willingness to travel to customer sites as needed (up to ~25%). 
Additional Information

Rippling is an equal opportunity employer. We are committed to building a diverse and inclusive workforce and do not discriminate based on race, religion, color, national origin, ancestry, physical disability, mental disability, medical condition, genetic information, marital status, sex, gender, gender identity, gender expression, age, sexual orientation, veteran or military status, or any other legally protected characteristics, Rippling is committed to providing reasonable accommodations for candidates with disabilities who need assistance during the hiring process. To request a reasonable accommodation, please email accomodations@rippling.com

Rippling highly values having employees working in-office to foster a collaborative work environment and company culture. For office-based employees (employees who live within a defined radius of a Rippling office), Rippling considers working in the office, at least three days a week under current policy, to be an essential function of the employee's role.

This role will receive a competitive salary + benefits + equity. The salary for US-based employees will be aligned with one of the ranges below based on location; see which tier applies to your location here.

A variety of factors are considered when determining someone’s compensation–including a candidate’s professional background, experience, and location. Final offer amounts may vary from the amounts listed below.

The pay range for this role is:

105,000 - 183,750 USD per year(US Tier 1)

94,500 - 165,375 USD per year(US Tier 2)"
Software Engineer - Forecasting & Scheduling with verification,https://www.linkedin.com/jobs/view/4344894406/,Assembled,San Francisco Bay Area (Hybrid),,"About Assembled

Great customer support requires human agents and AI in perfect balance, and Assembled is the only unified platform that orchestrates both at scale. Companies like Canva, Etsy, and Robinhood use Assembled to coordinate their entire support operation — in-house agents, BPOs, and AI — in a single operating system. With AI Agents that resolve cases end-to-end, AI Copilot for agent assistance, and AI-powered workforce management that optimizes both human and AI capacity, Assembled helps teams deliver faster, better service while making smarter decisions about how to staff and automate. Backed by $70M from NEA, Emergence Capital, and Stripe, we're building the platform that makes AI and human collaboration actually work.

What You’ll Work On
Predicting contact volume: Developing forecasting interfaces, data pipelines, and inference servers to predict support contact volume and determine the optimal number of support agents required for specific days and times.
Scheduling 1000s of support agents: Designing and implementing interfaces to collect and store team preferences and customer business constraints (e.g., labor laws), enabling the creation of optimal schedules for teams of thousands of support agents based on these forecasts and constraints. (check out https://en.wikipedia.org/wiki/Nurse_scheduling_problem)
MLOps: Enhancing machine learning efficiency and operations to support rapid model deployment and iteration.
About You (specifically)
Familiarity with ML packages and software: Experience using Python libraries like pandas, SciPy, and seaborn for statistical or predictive work.
Background in ML or algorithmic teams: Previous experience working on a machine learning or algorithmic team.
Passion for performance: A strong commitment to advancing both statistical and runtime performance, ensuring reliable and efficient forecasting and scheduling.
We know great candidates don’t always meet every requirement listed in a job description. If the role excites you and you believe you can make an impact at Assembled, we encourage you to apply. We value diverse perspectives and are committed to building an inclusive workplace where everyone feels like they belong and has the opportunity to do their best work. We look forward to hearing from you!

For United States Applicants

Assembled participates in E-Verify and will provide the federal government with your Form I-9 information to confirm that you are authorized to work in the United States.

For United Kingdom Applicants

Assembled is required to verify your right to work in the UK and will conduct a Right to Work check prior to employment in accordance with applicable law."
Fullstack Engineer with verification,https://www.linkedin.com/jobs/view/4375637003/,Scopely,"Sunnyvale, CA",,"As a Full Stack Game Engineer, you will contribute to the development of gameplay features and supporting systems across Unity-based client code and backend services. You will work closely with more experienced engineers and cross-functional partners to implement well-scoped tasks while continuing to grow your technical skills and understanding of live game development.

This role is ideal for an engineer early in their career who is excited to learn, enjoys hands-on development, and wants exposure to end-to-end game systems in a collaborative environment.

Responsibilities
Implement well-defined gameplay features or components under guidance from senior engineers.
Contribute to client-side gameplay systems in Pokémon GO’s Unity-based client.
Assist in building and maintaining backend services and APIs that support gameplay and live operations.
Integrate client and server components following established patterns and designs.
Write unit tests and participate in code reviews to improve code quality and learn best practices.
Help debug issues and assist with supporting live systems as needed.
Collaborate with designers, artists, and engineers to understand requirements and deliver assigned tasks.
What Success Looks Like
Tasks and features assigned to you are completed correctly and on time.
Code you contribute is readable, reliable, and improves with feedback.
You demonstrate steady growth in understanding the client/server architecture and live-game workflows.
You ask good questions, incorporate feedback, and become increasingly independent over time.
Teammates see you as a reliable contributor who is learning quickly.
Qualifications
1–3 years of professional software or game development experience, or equivalent project experience.
Experience developing games or interactive applications using Unity, including C# scripting.
Basic familiarity with backend services, APIs, or server-side development concepts.
Exposure to cloud platforms such as Google Cloud Platform, AWS, or Azure (academic or professional).
Familiarity with version control systems (e.g., Git).
Strong problem-solving skills and willingness to learn new systems and technologies.
Clear written and verbal communication skills.
Nice to Have
Internship or project experience working on games or interactive applications.
For candidates in CA, CO, NJ, NY, and WA, the annual salary range is provided below. In addition to base pay, employees may be eligible for equity, bonuses, and a comprehensive benefits package, including healthcare benefits, retirement benefits, pet insurance, paid holidays, paid Scopely free days, and unlimited paid time off. Base pay offered may vary depending on job-related knowledge, skills, and experience.

CA, CO, NJ, NY, and WA Annual Salary Range

$107,500 - $165,000 USD

About Scopely

Scopely is a leading video game and global interactive entertainment company, home to many of the world’s most beloved and enduring experiences, including two of the most successful mobile games of all-time “MONOPOLY GO!” and “Pokémon GO,” along with “Stumble Guys,” “Star Trek™ Fleet Command,” “MARVEL Strike Force,” “WWE Champions,” the Scrabble® franchise, “Yahtzee® With Buddies,” and many others. Across mobile, web, PC, and console, Scopely creates, develops, publishes, and live-operates one of the most diversified and award-winning portfolios in the games industry — bringing hundreds of millions of players together through a shared love of play.

Founded in 2011, Scopely is powered by its exceptional team — including thousands of world-class gamemakers around the globe, a distinctive tenet-driven culture, and its proprietary technology platform, Playgami. Together, these strengths have fueled Scopely’s position as the #1 mobile games company in the U.S. and #2 globally, generating more than $10 billion in lifetime revenue. Whether building global sensations like “MONOPOLY GO!” from the ground up, or expanding through strategic acquisitions, including the FoxNext, GSN, and Niantic games businesses — Scopely consistently delivers experiences players love today and return to for years to come.

Recognized multiple times as one of the ""100 Most Influential Companies in the World"" by TIME magazine and one of Fast Company's ""World's Most Innovative Companies"" and “Best Workplaces for Innovators,” Scopely believes that video games can be a force for good — creating meaningful connections, vibrant communities, and making life better through play.

Scopely has global operations and partners across four continents in more than a dozen countries worldwide. For more information, visit: https://www.scopely.com/.

Notice to Candidates: Scopely will never request payment or financial information during the application or hiring process. Please apply only through our official website and verify that all Talent Partner communications come from an email address ending in @scopely.com.

Should you have any questions or encounter any fraudulent requests/emails/websites, please immediately contact recruiting@scopely.com. Our job applicant privacy policies are available here: California Privacy Notice and EEA/UK Privacy Notice.

Employment at Scopely is based solely on a person's merit and qualifications. Scopely does not discriminate against any employee or applicant because of race, creed, color, religion, gender, sexual orientation, gender identity/expression, national origin, disability, age, genetic information, veteran status, marital status, pregnancy or related condition (including breastfeeding), or any other basis protected by law. We also consider qualified applicants with arrest or conviction records, consistent with applicable federal, state and local law."
Back End Developer [32846],https://www.linkedin.com/jobs/view/4397553302/,Stealth AI Startup,"San Francisco, CA (Remote)",,"Job Description:
Seeking a passionate Backend Developer with 0-2 years of experience to develop and maintain server-side applications and infrastructure that power web and mobile platforms. The role includes designing robust APIs, working with databases, and collaborating with front-end developers to integrate user-facing elements.
Responsibilities:
Develop and maintain server-side application logic and databases.
Design and implement RESTful APIs for seamless integration.
Optimize backend systems for performance, scalability, and security.
Write reusable, testable, and efficient code.
Collaborate with front-end developers and team members to meet project goals.
Participate in code reviews, testing, and agile development processes.
Required Skills:
Proficiency with server-side programming languages (e.g., Node.js, Python, Java).
Knowledge of database management (SQL, NoSQL).
Familiarity with version control tools like Git.
Understanding of security and data protection measures.
Strong problem-solving skills and attention to detail.
Bachelor's degree in Computer Science or related field preferred but not mandatory."
Software Engineer (PHX) with verification,https://www.linkedin.com/jobs/view/4366703012/,Matthews™,"Scottsdale, AZ",,"The Software Engineer in our culture values reliability, performance, and automation. We strive to see problems in metrics before users see them, build tools for increasing our company’s action leverage, and open source to give back to the community. We value engineering, not just development, and we mentor each other to improve our craft.
Key Job Characteristics
Web App development (React and Typescript).
API and SQL Database development (Golang, Python, graphQL, and Postgres).
Work with containers, Kubernetes, networks and storage, and clouds (primarily AWS).
Use CI/CD concepts to automate every workflow we can, including Terraform and data manipulations.
Troubleshoot issues with metrics, logs, and other debugging tools.
Communicate with leadership about problems, solutions, and technical needs outside of product features.
Be unafraid of any technology, particularly unknown technologies, while being careful of simply following the crowd. 
Requirements
Some web application development experience, no specific technology or framework required. React strongly preferred.
Experience with typed languages outside Typescript, no Golang specific experience required.
Experience with web foundations like DNS, networking, Security, etc.
A disdain for toil as defined by the Google SRE book.
SQL understanding at or above knowing how to use a Left Join.
Other duties as required. 
Preferred Extras 
Experience with:
React and Typescript
Github and Github Actions
Golang
Entity frameworks
Open-Source work
Terraform
Kubernetes and Containers
code generation tools
GraphQL
Grafana, Loki, and Prometheus
Linux CLI tooling
LangChain, LangGraph, LLMs, and Vector databases 
Pay Range: $80k/yr-$145k/yr depending on capability level and industry experience.
Please understand that we do not currently have the capability to provide visa sponsorships of any kind."
Entry-Level AI / Machine Learning Software Engineer with verification,https://www.linkedin.com/jobs/view/4375759662/,"Modern Technology Solutions, Inc. (MTSI)","Huntsville, AL",,"We are seeking an Entry-Level AI / Machine Learning Software Engineer to assist in developing data analysis tools and machine learning capabilities for large datasets and streaming data. This role focuses on building foundational skills in Python development, data processing, and applied machine learning while working alongside experienced engineers.

The ideal candidate is a motivated learner with basic programming experience and an interest in artificial intelligence, data science, or software development.

Primary Responsibilities
Develop and maintain Python scripts for data processing and analysis
Assist in building and testing machine learning models
Work with structured and unstructured datasets
Help implement algorithms for classification, prediction, and pattern detection
Support integration of AI/ML features into existing software systems
Debug and troubleshoot code and data issues
Document code, workflows, and findings
Collaborate with team members to improve tools and performance
Required Qualifications
0–2 + years of experience (internships, academic projects, or personal projects acceptable)
Basic Python programming skills
Understanding of programming fundamentals (variables, loops, functions, data structures)
Introductory knowledge of machine learning concepts
Exposure to at least one ML or deep learning framework:
PyTorch, TensorFlow, or similar
Familiarity with Git or other version control tools
Ability to learn new technologies quickly and work in a team environment
Desired / Preferred Qualifications
Coursework or projects involving data analysis or machine learning
Familiarity with common model types (e.g., decision trees or neural networks)
Exposure to data visualization tools (Matplotlib, Seaborn, etc.)
Basic understanding of large datasets or streaming data concepts
Experience using Linux or development environments
Interest in AI topics such as LLMs, RAG, or deep learning
Education
Bachelor’s degree (or working toward a degree) in Computer Science, Data Science, Engineering, Mathematics, or related field
(Equivalent practical experience considered)
Nice-to-Know Technologies
Linux development environments
Jupyter notebooks
Docker or container basics
Basic command line usage"
"Software Engineer, Detection with verification",https://www.linkedin.com/jobs/view/4296661060/,Doppel,"New York, United States (Hybrid)",,"Why Join Doppel

Doppel is built to outsmart one of the great threats AI presents: mass-manufactured social engineering. Countless scams, deepfakes, and other social engineering attacks are surging across every digital channel: websites, social media, ads, encrypted messaging apps, mobile, and more. Our mission is simple but bold: make the internet a safer place by outsmarting the world’s fastest-evolving digital threats.

Backed by a16z and Bessemer and trusted by some of the world’s most recognized brands (OpenAI, United Airlines, Coinbase, etc.), Doppel is growing fast. If you’re driven to solve real-world problems with bold technology, we’d love to meet you.

What We're Building

We're building the AI-native social engineering defense platform.

This means we're designing scalable systems that monitor billions of domains, social media accounts, apps, dark web forums, etc., and leverage AI agents to identify and neutralize digital threats.

What We're Looking For

We’re looking for passionate engineers who love building and operating backend systems at scale - someone who can take ambiguous detection/product problems and deliver reliable production services and UIs that help our ops and customers find and remediate threats. You’ll focus on high-throughput ingestion, enrichment, scoring and alerting pipelines, APIs and dashboards, threat-linking infrastructure, and reliable automation that the stakeholder teams use every day.

Hands-on experience building production backend services or full-stack features (or equivalent). Proven record of shipping end-to-end: design → implementation → testing → monitoring → oncall.
Strong mastery of at least one backend language (Python, Go, Java, or Node) and comfort with web APIs, async processing, and service frameworks.
Solid system design skills: experience architecting scalable, fault-tolerant systems (sharding, caching, queueing, idempotency, backpressure).
Experience building and operating large data pipelines (batch or streaming), working with warehouses or OLAP systems for analytics, and designing efficient schemas for scale.
Deep practical experience with backend concerns: databases (SQL + NoSQL), caching, message queues, rate limiting, retries, and cost/latency tradeoffs.
Strong observability, debugging and incident response skills: structured logging, tracing, dashboards, SLOs/alerts, and the ability to triage and fix production issues.
Product ownership and excellent cross-functional communication — you’ll collaborate with Operations, Customer Success, Sales, to deliver measurable outcomes.
As Part Of Our NY Team, You’ll
Work on a wide range of asks that protect billions of people from digital impersonation
Have complete end to end ownership - from directly collecting customer requirements to continuously iterating on shipped releases.
Mentor junior engineers, make key product decisions, and foster a high-performing team culture
What We Offer

🚀 A mission-driven culture with low ego, high ownership, deep customer obsession, and exceptional talent density

🍽️ Free lunch and dinner in the office

🌴 Flexible PTO

✈️ Quarterly team offsites

Join Doppel

Doppel is the first platform built to dismantle digital deception at scale. We scan over 150 billion entities daily and deploy continuously adaptive AI SOC agents, paired with expert human analysts, to uncover and disrupt the infrastructure behind phishing, impersonation, and online fraud before attacks can spread. Our Threat Grid turns every customer signal into shared intelligence, making each disruption smarter, faster, and more effective.

We’re not just another cybersecurity company. We’re defining the future of social engineering defense, where trust is protected, and deception becomes unprofitable. Backed by top-tier investors and trusted by some of the world’s most recognized brands, Doppel is growing fast. If you’re driven to solve real-world problems with bold technology, we’d love to meet you."
"Software Engineer, Secure Client Engineering with verification",https://www.linkedin.com/jobs/view/4397196090/,The College Board,United States (Remote),,"College Board – Technology – Secure Client Engineering 
Location: This is a fully remote role. Candidates who live near CB offices have the option of being fully remote or hybrid (Tuesday and Wednesday in office)
Type: This is a full-time position
About The Team 
Secure Client Engineering is part of Product Security and takes on some of the toughest security challenges in Bluebook, College Board’s digital assessment application. Our team designs and builds the protections that help keep Bluebook secure and resilient across macOS, iPad, Windows, and ChromeOS. We are a small, deeply collaborative group of poly-skilled engineers who solve hard problems together, write production code, and share ownership of both the work and the outcome. Through ensemble programming, also known as mob programming, we bring a hands-on, high-trust approach to engineering that values curiosity, craftsmanship, and continuous learning.
About The Opportunity 
As a Software Engineer on Secure Client Engineering, you will help protect the integrity of Bluebook, the application students rely on for digital assessments across Windows, macOS, iPad, and ChromeOS. This is a hands-on role for an engineer who enjoys solving hard technical problems, writing production code, and working at the intersection of software engineering and security. You will collaborate with a small, highly skilled team to design and build resilient client-side protections, tackle unfamiliar challenges with curiosity and confidence, and contribute across the full software development lifecycle. If you are motivated by meaningful mission-driven work, deep technical problems, and the opportunity to shape how secure software is built, this role offers the chance to make a real impact.
In This Role, You Will
Design & Implementation (75%)
Collaborate daily with other engineers on the team using mob programming to solve complex technical problems through software engineering.
Maintain the highest engineering standards in collaboration across teams with product owners, architects, and stakeholders, in support of our systems and services.
Develop deep understanding of the applications within the Digital Assessment Platform to design and implement novel solutions to security challenges in desktop and mobile applications, across Windows, MacOS, iOS, and ChromeOS.
Write code for both native and web environments, building component-based, performant, stable, and secure solutions with a focus on lower-level code that interfaces with the native operation system.
Understand new product requirements and decompose the implementation into specific functional changes for verification.
Team Operations & Success (25%) 
Participate in continuous improvement of the team’s engineering practices, efficiency, speed, and quality.
Participate in conversations and offer opinions on proposed architecture, testing strategies, developer experience, security, performance, and resilience.
Conduct and participate in peer code and design reviews.
Assist in the resolution of production issues.
Adhere to development standards and security policies and procedures.
Adopt AI-augmented and agentic software engineering practices for rapidly implementing, testing, and delivering high-quality code based within the team’s collaborative engineering model.
Continuously develop the skills required to work in a poly-skilled, and increasingly AI-native, software engineering environment.
Experiment with new methods or tools in a post-agile environment to improve the processes of the team.
About You, You Have
2+ years of production level software development experience managing the entire lifecycle of features, including design, development, documentation, and deployment.
Demonstrated software engineering experience using one or more languages.
Strong problem-solving skills, working collaboratively with team members to develop solutions for non-trivial security challenges.
Experience in debugging and fixing issues in development, testing, and production environments.
Strong strategic thinking and problem-solving skills, with the ability to identify and diagnose issues and develop solutions.
Ability to ask the right questions to understand needs and drive solution development.
Demonstrated ability to develop strategies to guide daily work.
Commitment to learning and growth, turning failures into learning opportunities, and seeking expertise from others.
Ability to travel 2-3 times a year to our NYC or Reston, VA office
All Roles At College Board Require
A passion for expanding educational and career opportunities and mission-driven work
Curiosity and enthusiasm for emerging technologies, with a willingness to experiment with and adopt new AI-driven solutions and comfort with learning and applying new digital tools independently and proactively.
Clear and concise communication skills, written and verbal
A learner's mindset and a commitment to growth: welcoming diverse perspectives, giving and receiving timely, respectful feedback, and continuously improving through iterative learning and user input.
A drive for impact and excellence: solving complex problems, making data-informed decisions, prioritizing what matters most, and continuously improving through learning, user input, and external benchmarking.
A collaborative and empathetic approach: working across differences, fostering trust, and contributing to a culture of shared success
Authorization to work in the United States
About Our Process
Application review will begin immediately and will continue until the position is filled. This role is expected to accept applications for a minimum of 5 business days.
While the hiring process may vary, it generally includes: resume and application submission, recruiter phone/video screen, hiring manager interview, performance exercise such as live coding, a panel interview, a conversation with leadership and reference checks.
What We Offer
At College Board, we offer more than a paycheck- we provide a meaningful career, a supportive team, and a comprehensive package designed to help you thrive. We’re a self-sustaining nonprofit that believes in fair and competitive compensation grounded in your qualifications, experience, impact, and the market.
A Thoughtful Approach To Compensation
The hiring range for this role is $128,000–$139,000.
Your exact salary will depend on your location, experience, and how your background compares to others in similar roles at the College Board.
We aim to make our best offer upfront, rooted in fairness, transparency, and market data.
We adjust salaries by location to ensure fairness, no matter where you live.
You’ll have open, transparent conversations about compensation, benefits, and what it’s like to work at College Board throughout your hiring process. Check out our careers page for more."
Full Stack Engineer with verification,https://www.linkedin.com/jobs/view/4398940458/,CodeX Tech-IT LLC,"Texas, United States (Remote)",,"Job Overview
We are looking for a Full Stack Engineer who can design, build, and scale robust web applications end-to-end. This role requires strong engineering fundamentals, system thinking, and the ability to take ownership of features from concept to production.
Key Responsibilities
Design, develop, and maintain scalable full-stack applications
Build high-quality, responsive UIs using React (preferred) / Angular / Vue
Develop and optimize backend services and RESTful APIs
Design efficient database schemas and improve query performance
Implement CI/CD pipelines and support cloud deployments (AWS/Azure/GCP)
Ensure security, performance, and scalability of applications
Required Qualifications
Bachelor’s degree in Computer Science or equivalent experience
Strong proficiency in JavaScript, HTML, CSS, and modern frameworks
Backend experience with Node.js / Java / Python / similar
Solid understanding of API design, system architecture, and data structures
Experience with SQL/NoSQL databases (MySQL, PostgreSQL, MongoDB)
Hands-on with Git, cloud platforms, and Agile development
Preferred Skills
Experience with Docker, Kubernetes, CI/CD pipelines
Knowledge of microservices architecture
Exposure to DevOps and infrastructure automation
What We Expect
Ownership of features from design to deployment
Ability to solve complex problems independently
Focus on writing scalable, efficient, production-grade code
Clear communication and collaboration
Benefits
Competitive salary + performance incentives
Flexible work options (remote/hybrid)
Health and wellness benefits"
"Fullstack Engineer, Trust Experience with verification",https://www.linkedin.com/jobs/view/4395931254/,Whatnot,"New York, NY (On-site)",,"🚀 Join the Future of Commerce with Whatnot!

Whatnot is the largest livestream shopping platform in North America and Europe to buy, sell, and discover the things you love. Whether it's trading cards, fashion, electronics, or live plants, our sellers are building real businesses across hundreds of categories. We're building live commerce at a scale that's never been done in the West, and there's no playbook to copy. The people here are shaping how an entirely new industry develops.

As a remote co-located team, we're inspired by our values and anchored in hubs across the US, UK, Ireland, Poland, Germany, and Australia. We move fast, stay close to our users, and focus on the work that drives the most impact.

We're one of the fastest growing marketplaces and were recently named the #1 Best Startup Employer in America by Forbes. Check out the latest Whatnot updates on our news and engineering blogs and join us as we enable anyone to turn their passion into a business and bring people together through commerce.

💻 Role

The Trust and Risk teams at Whatnot are responsible for building systems that help set clear expectations, encourage good behavior, and address issues fairly and efficiently. By combining proactive detection with transparent enforcement, we ensure Whatnot remains a safe and trustworthy place for both buyers and sellers..

We Focus On
Policy enforcement and dispute resolution: Designing systems that set clear behavioral expectations, detect and address policy violations, and resolve disputes efficiently.
Intelligent detection and prevention: Leveraging machine learning, behavioral analysis, and real-time interventions to stay ahead of evolving abuse patterns and protect both buyers and sellers.
Continuous improvement: Using feedback loops and monitoring systems as managed assets for ongoing quality assurance and for strengthening algorithms, methodologies, and operational processes.
Together, these teams ensure Whatnot remains a trusted, safe, and thriving marketplace for all users.

We offer flexibility to work from home or from one of our global office hubs, and we value in-person time for planning, problem-solving, and connection. Team members in this role must live within commuting distance of our San Francisco, Seattle, Los Angeles, or New York hubs.

👋 You

Curious about who thrives at Whatnot? We’ve found that embodying a low ego, growth mindset, and high-impact drive goes a long way here.

As Our Next Fullstack Engineer, You Should Have (e.g. 3+ Years Of Generalist Software Development Experience In High Growth Startups), Plus

Bachelor’s degree in Computer Science, a related field, or equivalent work experience
Knowledge of multiple programming languages (we primarily use Python, Elixir, JavaScript—knowledge of these in particular not required)
Web development experience with React, using GraphQL for API development, and modern frontend applications (exposure to Next.js framework is not required but preferred)
Excellent product instincts—you first think about users rather than the best technical solution
You can mentor others, and prioritize building inclusive, supportive teams
Project owner—you’ve strong ownership instincts and can own projects from inception to production and beyond
You are known for shipping products and features lightning-fast
You’re an excellent problem solver and can operate autonomously
Ability to pick up on new technologies very quickly
Proven track record of delivering features
🎁 Benefits
Generous Holiday and Time off Policy
Health Insurance options including Medical, Dental, Vision
Work From Home Support
Home office setup allowance
Monthly allowance for cell phone and internet
Care benefits
Monthly allowance for wellness
Annual allowance towards Childcare
Lifetime benefit for family planning, such as adoption or fertility expenses
Retirement; 401k offering for Traditional and Roth accounts in the US (employer match up to 4% of base salary) and Pension plans internationally
Monthly allowance to dogfood the app
All Whatnauts are expected to develop a deep understanding of our product. We're passionate about building the best user experience, and all employees are expected to use Whatnot as both a buyer and a seller as part of their job (our dogfooding budget makes this fun and easy!).
Parental Leave
16 weeks of paid parental leave + one month gradual return to work *company leave allowances run concurrently with country leave requirements which take precedence
💛 EOE

Whatnot is proud to be an Equal Opportunity Employer. We value diversity, and we do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, parental status, disability status, or any other status protected by local law. We believe that our work is better and our company culture is improved when we encourage, support, and respect the different skills and experiences represented within our workforce.

Compensation Range: $180K - $230K"
Software Engineer I/II,https://www.linkedin.com/jobs/view/4395932297/,Remi,"Lehi, UT (On-site)",18 hours agoWithin the past 24 hours,"As a software engineer at Remi, you’ll build and maintain our core software products supporting the world’s first three-sided roofing marketplace. This includes everything from mobile-friendly portals for homeowners and subcontractors, to automated workflows and third-party integrations to facilitate roofing construction processes for homeowners at scale. You’ll work on something new every day and learn a ton about the niche but fascinating world of roofing as you go. If you like to stretch yourself and grow in ways you never thought were possible, you’ll fit right in.

This listing includes the following roles: Software Engineer I, Software Engineer II.

Responsibilities
Ship full-stack product features in Typescript and Next.js
Build automations and integrations on AWS servers
Develop greenfield products and services that delight homeowners, contractors, and enterprise partners
Invest in wide ranging changes that improve developer experience and platform capabilities
Collaborate with highly intelligent teammates to solve difficult technical problems
Work closely with product managers and designers to deliver on an ambitious roadmap
Required Qualifications
A bachelor’s degree in a technical field such as Computer Science or equivalent software development experience
Experience developing full-stack applications, either in a work environment or for your personal portfolio
Fundamental knowledge of HTML/CSS/JavaScript and how the web works
A high level of attention to detail, bordering on the extreme
The ability to solve complex problems independently without getting stuck
Great verbal and written communication skills
Preferred Qualifications
Deep familiarity with one or more aspects of modern web development (CSS, DOM, React, etc)
Fluency in SQL
Experience working with the T3 stack and the TanStack libraries
Experience with core web infrastructure (Vercel, AWS, etc)
Benefits
Go out to lunch with your teammates every day with our $20 lunch stipend
Unlimited paid time off
5% 401k match
100% paid parental leave and medical insurance
$100 monthly cell phone credit"
